Role,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
Network Engineer,Field Support Engineer at Ascentech Services Ltd,careersome,Abuja,FC,NG,en,Abuja,careersome,30/10/2018 15:59,Perform installation and implementation and <b>network</b> integration at customer?s site. Ascentech Services Ltd is hiring a Field Support <b>Engineer</b> in Abuja for a…,http://ng.indeed.com/viewjob?jk=b677fc6a7f3c45f1&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vitcVaufXQz65y0e7uBWkr380Zn_P5DJWdt0FsIxQMQ4&indpubnum=9091824477922251&atk=1dlmlibrqo9to801,"indeed_clk(this,'4442');",9.076478,7.398574,b677fc6a7f3c45f1,FALSE,FALSE,FALSE,Abuja,11 months ago,
Network Engineer,Network Engineers,Catenon,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Catenon,31/10/2018 10:58,The position requires the candidate to enhance the radio frequency coverage for this illustrious corporation. Elec with 4-6 years in the telecomms.,http://www.indeed.co.za/viewjob?jk=6a202e9c95e706e1&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdNOQpoHk-X2S3zLgjSTwOmw&indpubnum=9091824477922251&atk=1dlmlhjief2hb800,"indeed_clk(this,'9565');",-26.20227,28.04363,6a202e9c95e706e1,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",11 months ago,
Network Engineer,Development Engineer,Catenon,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Catenon,31/10/2018 10:58,Evaluate and test new VoiP products and ensure interoperability with 3rd party vendors. Test and approve feature enhancements on existing products prior to…,http://www.indeed.co.za/viewjob?jk=4e6aee158334febf&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdGs4G99ozhKKlkJCiWCysw4&indpubnum=9091824477922251&atk=1dlmlhmr2ngl3800,"indeed_clk(this,'2914');",-26.20227,28.04363,4e6aee158334febf,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",11 months ago,
Data Analyst,Supply Chain Modeller / Analyst,Business Modelling Associates,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Business Modelling Associates,31/10/2018 11:03,Experience with Large <b>Data</b> and <b>data</b> integration / ETL tools a distinct advantage. Business Modelling Associates (BMA) is looking to hire Supply Chain Modellers …,http://www.indeed.co.za/viewjob?jk=a26f899bef05044f&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZjPEuce1r3q77sHHTMzLHjA&indpubnum=9091824477922251&atk=1dlmkg0ljbinr800,"indeed_clk(this,'8866');",-26.20227,28.04363,a26f899bef05044f,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",11 months ago,
Data Analyst,Business Intelligence Analyst: Marketing,The Talent Warehouse,Cape Town,WC,ZA,en,"Cape Town, Western Cape",The Talent Warehouse,31/10/2018 13:32,"<b>Data</b> warehousing and datamart environments. Complex and multiple <b>data</b> sources. To extract reliable, high quality <b>data</b> to allow production of main operational…",http://www.indeed.co.za/viewjob?jk=a82cd06a79164548&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZhHM4AdWZE2KsyqCQqhKBuw&indpubnum=9091824477922251&atk=1dlmkg2lmf1b3800,"indeed_clk(this,'918');",-33.91667,18.41667,a82cd06a79164548,FALSE,FALSE,FALSE,"Cape Town, Western Cape",11 months ago,
Network Engineer,Network Presales Engineer,Interact Technology Solutions,القاهرة,C,EG,en,القاهرة,Interact Technology Solutions,01/11/2018 12:58,"Troubleshoot and integrate Voice <b>network</b> solutions. Design, configure various active <b>network</b> components. Resolving voice networks design questions.",http://eg.indeed.com/viewjob?jk=6261c1acd8817499&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF44YaVjopqMOwvtF5Jj1y_1Q&indpubnum=9091824477922251&atk=1dlmli6nkolng800,"indeed_clk(this,'9187');",30.06263,31.24967,6261c1acd8817499,FALSE,FALSE,FALSE,القاهرة,منذ 10 أشهور,
Data Analyst,BUSINESS ANALYST,ByteWorks,Abuja,FC,NG,en,Abuja,ByteWorks,01/11/2018 13:46,"Presentation(MS Powerpoint) <b>Data</b> Analysis (MS Excel, SQL querying) Modeling, Flowcharts (MS Visio, eDraw). Minimum of a 2:1 in Administration or related field…",http://ng.indeed.com/viewjob?jk=98b1ed8ada0c310e&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZn_wSMXYZhXudM3L6TNXotI&indpubnum=9091824477922251&atk=1dlmkgrkobmqo801,"indeed_clk(this,'6488');",9.076478,7.398574,98b1ed8ada0c310e,FALSE,FALSE,FALSE,Abuja,10 months ago,
Data Analyst,Digital Data Analyst at Transsion Holdings,careersome,Lagos,LA,NG,en,Lagos,careersome,01/11/2018 15:38,"The Digital <b>Data</b> <b>Analyst</b> is responsible for enhancing the streamlining of the intelligence - driven digital marketing efforts, based on knowledge gleaned from…",http://ng.indeed.com/viewjob?jk=0f2f372e7c0045bf&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZuE-5djAidghQ9mF_Mv7Hvk&indpubnum=9091824477922251&atk=1dlmkgudaolng801,"indeed_clk(this,'9322');",6.45407,3.39467,0f2f372e7c0045bf,FALSE,FALSE,FALSE,Lagos,10 months ago,
Data Analyst,Business Intelligence Analyst (BI)(Ref 105),Star Personnel Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Star Personnel Recruitment,01/11/2018 18:47,Must be able to use <b>data</b> to monitor and improve business processes and use SQL queries to access <b>data</b> on source systems.,http://www.indeed.co.za/viewjob?jk=612bc6195488f687&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZpQuym500Gvejxkw6UJQycc&indpubnum=9091824477922251&atk=1dlmkg58vbm9h801,"indeed_clk(this,'3583');",-33.91667,18.41667,612bc6195488f687,FALSE,FALSE,FALSE,"Cape Town, Western Cape",10 months ago,
Network Engineer,Senior Network and Security Engineer (SSL Inspection),Dimension Data,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Dimension Data,01/11/2018 22:40,Senior <b>Network</b> and Security <b>Engineer</b> (SSL Inspection). We are seeking a Senior <b>Network</b> <b>Engineer</b> to provide support across multiple projects within our…,http://www.indeed.co.za/viewjob?jk=9335dcca72aa8820&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdNOQpoHk-X2S3zLgjSTwOmw&indpubnum=9091824477922251&atk=1dlmlhjief2hb800,"indeed_clk(this,'9565');",-26.20227,28.04363,9335dcca72aa8820,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",10 months ago,
Data Analyst,Business Analyst – Global Markets,Redi Recruitment,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Redi Recruitment,02/11/2018 09:08,"<b>Data</b> analysis - analyze <b>data</b> and situation, identify and solve problems, reason logically and draw valid conclusions;",http://www.indeed.co.za/viewjob?jk=6fd4dfca501de86c&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZhHM4AdWZE2KsyqCQqhKBuw&indpubnum=9091824477922251&atk=1dlmkg2lmf1b3800,"indeed_clk(this,'918');",-26.20227,28.04363,6fd4dfca501de86c,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",10 months ago,
Data Analyst,IT Business Analyst,SecuriShield,Lagos,LA,NG,en,Lagos,SecuriShield,02/11/2018 09:49,Ability to interpret and collate relevant <b>data</b>. Skills and Competencies Required by an IT Business <b>Analyst</b>. Evaluate and draw conclusions from <b>data</b> related to…,http://ng.indeed.com/viewjob?jk=b98402b503e9eb1d&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZuoXp2nDRAnybJeMitz0XI8&indpubnum=9091824477922251&atk=1dlmkgtnmolng800,"indeed_clk(this,'8629');",6.45407,3.39467,b98402b503e9eb1d,FALSE,FALSE,FALSE,Lagos,10 months ago,
Network Engineer,National I.T. Manager,Evolution Consulting,,,ZA,en,South Africa,Evolution Consulting,05/11/2018 15:11,"Full <b>Network</b> and Device Monitoring PRTG. Ensure <b>network</b> uptime of 99% (LAN WAN). Experience in System Design, <b>Network</b> Administration, Problem solving,.",http://www.indeed.co.za/viewjob?jk=cb0bf3602c9bfe6d&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEKFiUN2vm03RR_Mvpr_Zjk&indpubnum=9091824477922251&atk=1dlmlhq5qobp8801,"indeed_clk(this,'6330');",,,cb0bf3602c9bfe6d,FALSE,FALSE,FALSE,South Africa,10 months ago,
Network Engineer,Snr Software Eng 10years experience in C; C++ C# SQL Linux,E&D Recruiters,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",E&D Recruiters,06/11/2018 11:26,Senior Software <b>Engineer</b> – Revision Tool and database experience. Provide supporting information to the <b>engineers</b> to aid in the creation of a system…,http://www.indeed.co.za/viewjob?jk=a364b94abca5b479&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdC8H_rRLJjWFl55DIZ4MEA0&indpubnum=9091824477922251&atk=1dlmlhs53ovv9801,"indeed_clk(this,'8355');",-26.20227,28.04363,a364b94abca5b479,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",10 months ago,
Network Engineer,EUC Engineer,Purple Panda Placements,,EC,ZA,en,Eastern Cape,Purple Panda Placements,06/11/2018 21:48,"An opportunity has become available for an experienced EUC <b>Engineer</b> (End User Computing). Perform level 3 server and <b>network</b> troubleshooting, server rack…",http://www.indeed.co.za/viewjob?jk=3ae9b91b5746e447&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdAumJKbDWQGYGsokH1E9N8A&indpubnum=9091824477922251&atk=1dlmlhor8f1b3800,"indeed_clk(this,'4967');",,,3ae9b91b5746e447,FALSE,FALSE,FALSE,Eastern Cape,10 months ago,
Network Engineer,Java Software Engineer,Purple Panda Placements,,WC,ZA,en,Western Cape,Purple Panda Placements,06/11/2018 21:48,"Maintain detail knowledge of software, underlying <b>network</b> and system software, and dependencies. International frontrunner within the Technology space, is…",http://www.indeed.co.za/viewjob?jk=dfc0455b91249f4c&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBC9aJ6CryehIo8cZ4PbHMM&indpubnum=9091824477922251&atk=1dlmlhsq0ovv9800,"indeed_clk(this,'9023');",,,dfc0455b91249f4c,FALSE,FALSE,FALSE,Western Cape,10 months ago,
Data Analyst,BI Analyst,Purple Panda Placements,,EC,ZA,en,Eastern Cape,Purple Panda Placements,06/11/2018 21:49,"<b>Data</b> warehouse, ETL, BI and MS-SQL experience is non-negotiable for this position. Planning and managing BI deliverables and working with DBAs around data…",http://www.indeed.co.za/viewjob?jk=904d3f3658c1c82c&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZgSUXs_-837KfFaVIzddFK4&indpubnum=9091824477922251&atk=1dlmkg3vof1b3801,"indeed_clk(this,'2264');",,,904d3f3658c1c82c,FALSE,FALSE,FALSE,Eastern Cape,10 months ago,
Data Analyst,System Analyst Developer,HR Corp,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",HR Corp,07/11/2018 11:21,Create integration interfaces based on business and technical requirements that enable various heterogeneous and disparate systems to share <b>data</b> and…,http://www.indeed.co.za/viewjob?jk=94f8802748eef6d4&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZts0OTHg-H0dr9hUysx4VU8&indpubnum=9091824477922251&atk=1dlmkg5t8f327801,"indeed_clk(this,'4232');",-26.20227,28.04363,94f8802748eef6d4,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",10 months ago,
Network Engineer,Network Engineer,SDS,القاهرة,C,EG,en,القاهرة,SDS,07/11/2018 14:28,Troubleshooting <b>network</b> hardware and software issues; And providing <b>network</b> user support and assistance. The job of <b>Network</b> Specialist is done for the purpose/s…,http://eg.indeed.com/viewjob?jk=4887f8fa2c73e323&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF44YaVjopqMOwvtF5Jj1y_1Q&indpubnum=9091824477922251&atk=1dlmli6nkolng800,"indeed_clk(this,'9187');",30.06263,31.24967,4887f8fa2c73e323,FALSE,FALSE,FALSE,القاهرة,منذ 10 أشهور,
Data Analyst,Intelligence Analyst Positions,NC4,,IS,EG,en,محافظة الإسماعيلية,NC4,07/11/2018 14:59,"Management solutions combining up-to-the-minute all-hazards alerts with employee travel <b>data</b>, giving you the. NC4 is a top provider of information solutions for…",http://eg.indeed.com/viewjob?jk=efa27457132d80fc&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZnCR0KOnBA0Od3c9AvWG2IU&indpubnum=9091824477922251&atk=1dlmkgp0hf1b3801,"indeed_clk(this,'3793');",,,efa27457132d80fc,FALSE,FALSE,FALSE,محافظة الإسماعيلية,منذ 10 أشهور,
Data Analyst,Senior Systems Compliance Analyst,Tasiso Consulting,Centurion,GP,ZA,en,"Centurion, Gauteng",Tasiso Consulting,07/11/2018 19:59,"<b>Data</b> management experience is advantageous; Develop documentation and tools for systems and <b>data</b> monitoring. Main Purpose of the Job. MS Excel, MS Power Point;",http://www.indeed.co.za/viewjob?jk=18e440c6141e33f6&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZgO_-KYVd2Nwogr9nCiOkZQ&indpubnum=9091824477922251&atk=1dlmkg96gbm9h801,"indeed_clk(this,'7600');",-25.87444,28.17056,18e440c6141e33f6,FALSE,FALSE,FALSE,"Centurion, Gauteng",10 months ago,
Data Analyst,Senior Systems Analyst,Tasiso Consulting,Centurion,GP,ZA,en,"Centurion, Gauteng",Tasiso Consulting,07/11/2018 19:59,"Ability to analyse numerical <b>data</b>, verbal <b>data</b> and all other sources of information. Ability to extracts the core and/or key issues from large amounts of <b>data</b>.",http://www.indeed.co.za/viewjob?jk=70b1202a6520d5c3&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZts0OTHg-H0dr9hUysx4VU8&indpubnum=9091824477922251&atk=1dlmkg6hdf2hb801,"indeed_clk(this,'4877');",-25.87444,28.17056,70b1202a6520d5c3,FALSE,FALSE,FALSE,"Centurion, Gauteng",10 months ago,
Data Analyst,Senior Marketing Analyst,Datafin IT Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Datafin IT Recruitment,07/11/2018 20:45,"Marketing <b>data</b> owner (custodian of marketing information and external <b>data</b> required for analysis). Deep experience with <b>data</b> mining, <b>data</b> analytics, predictive…",http://www.indeed.co.za/viewjob?jk=e71276fe4e84018b&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZr0EbF7-cqBPhXdvdk1VMY0&indpubnum=9091824477922251&atk=1dlmkgb5pbm9h801,"indeed_clk(this,'9625');",-33.91667,18.41667,e71276fe4e84018b,FALSE,FALSE,FALSE,"Cape Town, Western Cape",10 months ago,
Data Analyst,Business Analyst,HR Corp,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",HR Corp,08/11/2018 11:21,"<b>Data</b> reports experience with <b>data</b> mining knowledge. Looking for a Senior BA, preferably with banking or financial experience.",http://www.indeed.co.za/viewjob?jk=8bc435f8fbb270f6&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZrDCwPBiKXWHsNM_mSbyWaQ&indpubnum=9091824477922251&atk=1dlmkg3aof1de800,"indeed_clk(this,'1591');",-26.20227,28.04363,8bc435f8fbb270f6,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",10 months ago,
Data Analyst,Data Analyst Intern,eHealth4everyone,Abuja,FC,NG,en,Abuja,eHealth4everyone,08/11/2018 13:14,"The <b>Data</b> <b>Analyst</b> intern will provide support on <b>data</b> analysis, the design and development of <b>data</b> dashboards and <b>data</b> visualization, with an emphasis on user…",http://ng.indeed.com/viewjob?jk=f20d2f54fae75152&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZn_wSMXYZhXudM3L6TNXotI&indpubnum=9091824477922251&atk=1dlmkgrkobmqo801,"indeed_clk(this,'6488');",9.076478,7.398574,f20d2f54fae75152,FALSE,FALSE,FALSE,Abuja,10 months ago,
Data Analyst,Intermediate C# Developer - Cape Town,Evolution Consulting,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Evolution Consulting,08/11/2018 15:11,"Collaborating with other developers, testers and business <b>analysts</b> as required, including pair programming. Participate in sessions with QA and business analyst…",http://www.indeed.co.za/viewjob?jk=3d19e987053f54a8&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZgO_-KYVd2Nwogr9nCiOkZQ&indpubnum=9091824477922251&atk=1dlmkg96gbm9h801,"indeed_clk(this,'7600');",-33.91667,18.41667,3d19e987053f54a8,FALSE,FALSE,FALSE,"Cape Town, Western Cape",10 months ago,
Network Engineer,Software Integrity Engineer (QA),ZealHR,,WC,ZA,en,"Cape Winelands, Western Cape",ZealHR,08/11/2018 19:06,"We want you to add diversity to creative, innovative and independent thinkers across international <b>networks</b> and teams. Able to work on MS Windows and Linux.",http://www.indeed.co.za/viewjob?jk=955476b0b45a6fdf&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdKe--a9hgjvTF8whVw2nvuI&indpubnum=9091824477922251&atk=1dlmli2s6bmqo801,"indeed_clk(this,'5238');",-33.685497,19.000854,955476b0b45a6fdf,FALSE,FALSE,TRUE,"Cape Winelands, Western Cape",10 months ago,
Data Analyst,Operational Risk Analyst,jobrp,القاهرة,C,EG,en,القاهرة,jobrp,10/11/2018 12:23,Ensure all the <b>data</b> in system has been approved and no open /unapproved items are present. Required for a reputable Islamic Bank in UAE.,http://eg.indeed.com/viewjob?jk=cc0c7ba2b0d83597&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZnCR0KOnBA0Od3c9AvWG2IU&indpubnum=9091824477922251&atk=1dlmkgp0hf1b3801,"indeed_clk(this,'3793');",30.06263,31.24967,cc0c7ba2b0d83597,FALSE,FALSE,FALSE,القاهرة,منذ 10 أشهور,
Network Engineer,Pre-Sales Engineer,jobrp,القاهرة,C,EG,en,القاهرة,jobrp,10/11/2018 12:23,"Experienced as a Presales <b>Engineer</b> in <b>network</b> design, installation and management. 1+ year(s) experience as a sales <b>engineer</b> or with professional services or…",http://eg.indeed.com/viewjob?jk=1dea87343c615477&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF4-PfrUG8DDJLqO7aSOPTw2M&indpubnum=9091824477922251&atk=1dlmli8l9bmqo800,"indeed_clk(this,'1160');",30.06263,31.24967,1dea87343c615477,FALSE,FALSE,FALSE,القاهرة,منذ 10 أشهور,
Network Engineer,Electrical Maintenance Engineers,jobrp,القاهرة,C,EG,en,القاهرة,jobrp,10/11/2018 12:23,Manage projects with Technicians & Contractors as a site <b>Engineer</b>. Electrical Field Engineers required for Saudi Arabia in Field Engineering Department.,http://eg.indeed.com/viewjob?jk=f53c444ac937a4e0&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF4-PfrUG8DDJLqO7aSOPTw2M&indpubnum=9091824477922251&atk=1dlmli8l9bmqo800,"indeed_clk(this,'1160');",30.06263,31.24967,f53c444ac937a4e0,FALSE,FALSE,FALSE,القاهرة,منذ 10 أشهور,
Data Analyst,"Financial Manager / USAID , NGO's",jobrp,القاهرة,C,EG,en,القاهرة,jobrp,10/11/2018 12:23,"More than 7 years of experience in another business or financial occupation, such as loan officer, accountant, auditor, securities sales agent, or financial…",http://eg.indeed.com/viewjob?jk=65e73375e0fc7043&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZh-O-f9RjGDfZdIwpVVQP4Y&indpubnum=9091824477922251&atk=1dlmkgpndobp8800,"indeed_clk(this,'4525');",30.06263,31.24967,65e73375e0fc7043,FALSE,FALSE,FALSE,القاهرة,منذ 10 أشهور,
Data Analyst,Integration Analyst / Developer,jobrp,القاهرة,C,EG,en,القاهرة,jobrp,10/11/2018 12:23,"Experience in <b>data</b> warehousing and <b>data</b> mart modeling using Informatica, <b>Data</b> Stage, or any well-known ETL software is preferred.",http://eg.indeed.com/viewjob?jk=a71ff1f9226cb927&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZnCR0KOnBA0Od3c9AvWG2IU&indpubnum=9091824477922251&atk=1dlmkgp0hf1b3801,"indeed_clk(this,'3793');",30.06263,31.24967,a71ff1f9226cb927,FALSE,FALSE,FALSE,القاهرة,منذ 10 أشهور,
Data Analyst,Senior Developer,IISEG,,,EG,en,مصر,IISEG,11/11/2018 12:21,Strong OO design and relational <b>data</b> modeling skills. We are looking for a Senior .NET Developer with technical skills. Good understanding of web technologies:,http://eg.indeed.com/viewjob?jk=ee085b54c47277ca&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZnCR0KOnBA0Od3c9AvWG2IU&indpubnum=9091824477922251&atk=1dlmkgoc8ovv9801,"indeed_clk(this,'3144');",,,ee085b54c47277ca,FALSE,FALSE,FALSE,مصر,منذ 10 أشهور,
Network Engineer,IT Systems Engineer,Central Bank Of Egypt,,,EG,en,مصر,Central Bank Of Egypt,11/11/2018 19:40,"Maintenance, upgrade, and design the EBI <b>network</b> infrastructure and associated processes. Installs hardware and software in accordance with the needs of the…",http://eg.indeed.com/viewjob?jk=8a0c8439de29b39e&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF4-PfrUG8DDJLqO7aSOPTw2M&indpubnum=9091824477922251&atk=1dlmli99holng800,"indeed_clk(this,'1809');",,,8a0c8439de29b39e,FALSE,FALSE,TRUE,مصر,منذ 10 أشهور,
Data Analyst,Senior Specialist: Support Analyst,Vodafone,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Vodafone,12/11/2018 12:24,Support <b>Analyst</b> is to be responsible for and ensuring of <b>data</b> import and processing into the BDP. Knowledge of Big <b>Data</b> (essential).,http://www.indeed.co.za/viewjob?jk=acbd902ab746d6c9&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZjPEuce1r3q77sHHTMzLHjA&indpubnum=9091824477922251&atk=1dlmkg0ljbinr800,"indeed_clk(this,'8866');",-26.20227,28.04363,acbd902ab746d6c9,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",10 months ago,
Data Analyst,Credit Risk Analyst (Cape Town)(Ref 117),Star Personnel Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Star Personnel Recruitment,12/11/2018 18:47,Experience with bureau <b>data</b> beneficial. Great opportunity to display your <b>data</b> analytics talents when you join this specialised Risk and Analytics team at one…,http://www.indeed.co.za/viewjob?jk=bc7d8953626c06f7&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZkche9qD0iTjDZVLXFOu_hk&indpubnum=9091824477922251&atk=1dlmkg9rgbm9h800,"indeed_clk(this,'8271');",-33.91667,18.41667,bc7d8953626c06f7,FALSE,FALSE,FALSE,"Cape Town, Western Cape",10 months ago,
Data Analyst,Sales Analyst & Administrator,Integrate Recruitment,Modderfontein,GP,ZA,en,"Modderfontein, Gauteng",Integrate Recruitment,13/11/2018 09:39,"Assist in analysis / report generation / <b>data</b> cleanup activities as required. Our client, a well established coatings manufacturer in Modderfontein is looking…",http://www.indeed.co.za/viewjob?jk=3ec556c93f8a4552&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZmDnNgCn308g1QeW18pqoTM&indpubnum=9091824477922251&atk=1dlmkg1asf2hb800,"indeed_clk(this,'9547');",-26.08909,28.16534,3ec556c93f8a4552,FALSE,FALSE,FALSE,"Modderfontein, Gauteng",10 months ago,
