Role,City,Count,latitude,longitude
Network Administrator,Johnson City,1,36.34222,-82.40107
Network Administrator,Freeport,1,40.656384,-73.5781
Network Administrator,Hollywood,1,34.09834,-118.32674
Network Administrator,Oakland,1,37.80437,-122.2708
Network Administrator,Belleville,1,38.52005,-89.98399
Network Administrator,Grand Rapids,1,42.96336,-85.66809
Network Administrator,Fallbrook,1,33.385796,-117.23797
Network Administrator,Rawlins,1,41.79107,-107.23866
Network Administrator,Asheville,1,35.60095,-82.55402
Network Administrator,Erie,1,42.12922,-80.08506
Network Administrator,Schriever AFB,1,39.04745,-104.69615
Network Administrator,Sandy Springs,1,33.92427,-84.37854
Network Administrator,Butler,1,40.7704,-79.928734
Network Administrator,South Portland,1,43.64147,-70.24088
Network Administrator,Cedar Park,1,30.5052,-97.82029
Network Administrator,San Diego,1,32.894054,-117.20259
Network Administrator,Lompoc,1,34.7388,-120.52506
Network Administrator,Colorado Springs,1,38.87836,-104.75728
Network Administrator,Minneapolis,1,44.97997,-93.26384
Network Administrator,San Marcos,1,29.88327,-97.94139
Network Administrator,McClellan,1,38.6603,-121.388
Network Administrator,Laurel,1,39.09928,-76.84831
Network Administrator,Oklahoma City,1,35.4062,-97.43402
Network Administrator,Carlisle Barracks,1,40.21037,-77.17368
Network Administrator,Tulsa,1,36.15398,-95.99278
Network Administrator,Ridgefield Park,1,40.8419,-74.021576
Network Administrator,Canonsburg,1,40.26257,-80.18728
Network Administrator,Harrisburg,1,40.27436,-76.813934
Network Administrator,Glenwood,1,45.65054,-95.3887
Network Administrator,Destin,1,30.39088,-86.45297
Network Administrator,Brenham,1,30.16688,-96.39774
Network Administrator,Wellington,1,37.26601,-97.398926
Network Administrator,Morton,1,39.906166,-75.33324
Network Administrator,Austell,1,33.81261,-84.63438
Network Administrator,Wichita,1,37.69224,-97.33754
Network Administrator,Urbana,1,40.11059,-88.20727
Network Administrator,Athens,1,32.2095,-95.8236
Network Administrator,San Juan Capistrano,1,33.538788,-117.67282
Systems Engineer,New York,4,40.75901,-73.989876
Systems Engineer,San Jose,4,37.33939,-121.89496
Systems Engineer,Los Angeles,4,34.05223,-118.24368
Systems Engineer,Annapolis Junction,4,39.12287,-76.78757
Systems Engineer,San Diego,3,32.71533,-117.15726
Systems Engineer,Ann Arbor,3,42.286556,-83.7439
Systems Engineer,Huntsville,3,34.621292,-86.73381
Systems Engineer,Washington,3,38.89511,-77.03637
Systems Engineer,Raleigh,3,35.784664,-78.6821
Systems Engineer,Fort Meade,3,39.10815,-76.74323
Systems Engineer,Houston,3,29.760105,-95.4818
Systems Engineer,Pittsburgh,3,40.453342,-80.1049
Systems Engineer,Irving,3,32.81402,-96.94889
Systems Engineer,Sunnyvale,3,37.36883,-122.03635
Systems Engineer,Dallas,3,32.700115,-96.9017
Systems Engineer,Arlington,3,38.887344,-77.09884
Systems Engineer,Seattle,3,47.550095,-122.33517
Systems Engineer,Oakland,2,37.80437,-122.2708
Systems Engineer,Menlo Park,2,37.45383,-122.18219
Systems Engineer,Dulles,2,38.995686,-77.43503
Systems Engineer,Rochester,2,43.15478,-77.61556
Systems Engineer,San Francisco,2,37.77493,-122.41942
Systems Engineer,Pasadena,2,29.649986,-95.16798
Systems Engineer,Lehi,2,40.39162,-111.85077
Systems Engineer,Chantilly,2,38.8899,-77.45667
Systems Engineer,Denver,2,39.73915,-104.9847
Systems Engineer,Billerica,2,42.55843,-71.26895
Systems Engineer,Baltimore,2,39.29038,-76.61219
Systems Engineer,Las Vegas,2,36.17497,-115.13722
Systems Engineer,Brooklyn,2,40.6501,-73.94958
Systems Engineer,Springfield,2,37.21533,-93.29824
Systems Engineer,Herndon,2,38.96955,-77.3861
Systems Engineer,Chicago,2,41.85003,-87.65005
Systems Engineer,Charlotte,2,35.206512,-80.857864
Systems Engineer,Portland,2,45.42406,-122.74603
Systems Engineer,Fairfax,2,38.879673,-77.38808
Systems Engineer,Evansville,2,42.85997,-106.26836
Systems Engineer,Aberdeen Proving Ground,2,39.46686,-76.13066
Systems Engineer,Burbank,1,34.18084,-118.30897
Systems Engineer,Fort Lauderdale,1,26.12025,-80.12955
Systems Engineer,Bridgeville,1,40.37884,-80.09533
Systems Engineer,Greenbelt,1,39.00455,-76.87553
Systems Engineer,Tucson,1,32.243797,-110.85534
Systems Engineer,Gaithersburg,1,39.14344,-77.20137
Systems Engineer,Piscataway,1,40.49927,-74.39904
Systems Engineer,Palo Alto,1,37.44188,-122.14302
Systems Engineer,Newport,1,41.4901,-71.31283
Systems Engineer,Des Plaines,1,42.03336,-87.8834
Systems Engineer,Scottsdale,1,33.61956,-111.87901
Systems Engineer,Farmington Hills,1,42.48531,-83.37716
Systems Engineer,Gainesville,1,34.29788,-83.82407
Systems Engineer,Holtsville,1,40.81538,-73.04511
Systems Engineer,Centennial,1,39.58697,-104.84114
Systems Engineer,Salisbury,1,35.67097,-80.47423
Systems Engineer,Bethesda,1,38.98067,-77.10026
Systems Engineer,St. Louis,1,38.631973,-90.19118
Systems Engineer,Langley,1,38.9465,-77.15887
Systems Engineer,San Antonio,1,29.42412,-98.49363
Systems Engineer,South Plainfield,1,40.565815,-74.43147
Systems Engineer,Ravenswood,1,38.94814,-81.76096
Systems Engineer,Nashville,1,36.10282,-86.753944
Systems Engineer,Tysons Corner,1,38.95582,-77.23479
Systems Engineer,Norfolk,1,36.887753,-76.30277
Systems Engineer,Hopkinton,1,42.22871,-71.52256
Systems Engineer,Lititz,1,40.168755,-76.30688
Systems Engineer,Trevose,1,40.13928,-74.981
Systems Engineer,Bartlett,1,41.99503,-88.18563
Systems Engineer,Dickinson,1,46.87918,-102.78962
Systems Engineer,Santa Monica,1,34.01945,-118.49119
Systems Engineer,Columbus,1,39.965374,-82.97089
Systems Engineer,Fort Belvoir,1,38.7119,-77.14589
Systems Engineer,Cambridge,1,42.39235,-71.131256
Systems Engineer,Patuxent River,1,38.28111,-76.420425
Systems Engineer,Troy,1,42.55382,-83.12628
Systems Engineer,Waukesha,1,43.01168,-88.23148
Systems Engineer,Naperville,1,41.799194,-88.206406
Systems Engineer,Lombard,1,41.846535,-88.00621
Systems Engineer,Atlanta,1,33.78768,-84.44361
Systems Engineer,Pomona,1,34.054554,-117.75125
Systems Engineer,Helena,1,46.59271,-112.03611
Systems Engineer,Greenville,1,34.799313,-82.391754
Systems Engineer,Waltham,1,42.37649,-71.23561
Systems Engineer,Suwanee,1,34.05149,-84.0713
Systems Engineer,Windsor Locks,1,41.92926,-72.62731
Systems Engineer,Culver City,1,34.02112,-118.39647
Systems Engineer,Santa Clara,1,37.35411,-121.95524
Systems Engineer,Manhattan,1,40.78343,-73.96625
Systems Engineer,Reno,1,39.52963,-119.8138
Systems Engineer,Fresno,1,36.741383,-119.78883
Systems Engineer,Tampa,1,28.069267,-82.527145
Systems Engineer,Somerville,1,40.57427,-74.60988
Systems Engineer,Manassas,1,38.75095,-77.47527
Systems Engineer,Clifton,1,40.84817,-74.18109
Systems Engineer,Cincinnati,1,39.162,-84.45689
Systems Engineer,Fort Smith,1,35.38592,-94.39855
Systems Engineer,Plymouth,1,41.351585,-86.32178
Systems Engineer,Carlsbad,1,33.147396,-117.30515
Systems Engineer,Columbia,1,39.24038,-76.83942
Systems Engineer,Amherst,1,42.38037,-72.52314
Systems Engineer,Middletown,1,40.226154,-76.771904
Systems Engineer,Leesburg,1,39.11566,-77.5636
Systems Engineer,Aguadilla,1,18.42745,-67.15407
Systems Engineer,Simi Valley,1,34.271667,-118.70805
Systems Engineer,Alpharetta,1,34.07538,-84.29409
Systems Engineer,San Fernando,1,34.28195,-118.43897
Systems Engineer,Madison,1,43.13467,-89.291084
Systems Engineer,Pleasanton,1,37.689842,-121.89727
Systems Engineer,Asheville,1,35.60095,-82.55402
Systems Engineer,Wallops Island,1,37.86257,-75.462906
Systems Engineer,Durham,1,35.88433,-78.84734
Systems Engineer,Lincoln,1,40.787792,-96.65323
Systems Engineer,Beatrice,1,40.26806,-96.74697
Systems Engineer,Milpitas,1,37.42827,-121.90662
Systems Engineer,Hill AFB,1,41.12532,-111.98334
Systems Engineer,Colorado Springs,1,38.87836,-104.75728
Systems Engineer,Elizabeth City,1,36.2946,-76.25105
Systems Engineer,Aberdeen,1,39.50956,-76.16412
Systems Engineer,Carmel,1,39.932663,-86.232925
Systems Engineer,Moffett Field,1,37.415,-122.04806
Systems Engineer,Tysons,1,38.92848,-77.26148
Systems Engineer,Fort Bragg,1,35.139,-79.00603
Systems Engineer,Millersville,1,39.05955,-76.64802
Systems Engineer,Rockledge,1,28.291796,-80.7029
Systems Engineer,Irvine,1,33.655033,-117.734436
Systems Engineer,York,1,40.87176,-97.58789
Systems Engineer,Pascagoula,1,30.36576,-88.55613
Systems Engineer,Fairfield,1,40.88371,-74.30598
Systems Engineer,Omaha,1,41.197678,-96.094315
Systems Engineer,Richardson,1,32.968636,-96.7181
Systems Engineer,Southborough,1,42.305374,-71.52413
Systems Engineer,Glen Rose,1,32.23459,-97.75531
Systems Engineer,Easthampton,1,42.274723,-72.65938
Systems Engineer,Melbourne,1,28.142973,-80.69635
Systems Engineer,Richmond,1,37.493633,-77.56714
Systems Engineer,Chelmsford,1,42.585556,-71.31357
Systems Engineer,Santa Barbara,1,34.42083,-119.69819
Systems Engineer,Dayton,1,39.769016,-84.15393
Systems Engineer,Phoenix,1,33.480824,-112.07316
Systems Engineer,Littleton,1,39.482674,-105.055504
Systems Engineer,Kansas City,1,39.105633,-94.51896
Desktop Support,New York,8,40.71427,-74.00597
Desktop Support,Houston,7,29.76328,-95.36327
Desktop Support,Washington,7,38.89511,-77.03637
Desktop Support,Austin,6,30.386972,-97.75964
Desktop Support,Columbia,4,39.24038,-76.83942
Desktop Support,Cincinnati,4,39.162,-84.45689
Desktop Support,Atlanta,3,33.749,-84.38798
Desktop Support,San Diego,3,32.71533,-117.15726
Desktop Support,Phoenix,3,33.476234,-112.12102
Desktop Support,Greenville,3,34.741474,-82.384125
Desktop Support,Arlington,3,38.88978,-77.0849
Desktop Support,Oakland,2,37.80437,-122.2708
Desktop Support,Los Angeles,2,34.05223,-118.24368
Desktop Support,Tulsa,2,36.0254,-95.92426
Desktop Support,Bethesda,2,39.009293,-77.09773
Desktop Support,Milwaukee,2,43.048573,-87.89628
Desktop Support,Durham,2,35.99403,-78.89862
Desktop Support,Raleigh,2,35.7721,-78.63861
Desktop Support,Pittsburgh,2,40.50127,-80.066475
Desktop Support,Broomfield,2,39.883965,-105.10661
Desktop Support,Saline,2,42.16525,-83.78686
Desktop Support,Boston,2,42.35843,-71.05977
Desktop Support,Bethlehem,2,40.61058,-75.37867
Desktop Support,Fremont,2,37.54827,-121.98857
Desktop Support,Irving,2,32.81402,-96.94889
Desktop Support,Buffalo,2,42.88645,-78.87837
Desktop Support,St. Louis,2,38.62727,-90.19789
Desktop Support,Nashville,2,36.16589,-86.78444
Desktop Support,San Mateo,2,37.56299,-122.32553
Desktop Support,Hershey,1,40.28658,-76.66166
Desktop Support,Crete,1,40.622673,-96.95963
Desktop Support,San Francisco,1,37.780792,-122.41758
Desktop Support,Fort Worth,1,32.761814,-97.44599
Desktop Support,Detroit,1,42.35264,-83.06067
Desktop Support,Virginia Beach,1,36.85293,-75.97798
Desktop Support,Bellevue,1,47.603096,-122.18937
Desktop Support,Hastings,1,42.64587,-85.29084
Desktop Support,Fargo,1,46.87719,-96.7898
Desktop Support,Taylor,1,42.24087,-83.26965
Desktop Support,Wayne,1,40.044,-75.38769
Desktop Support,Brooklyn,1,40.6501,-73.94958
Desktop Support,Naperville,1,41.792576,-88.16565
Desktop Support,Duluth,1,46.78327,-92.10658
Desktop Support,Syracuse,1,43.04812,-76.14742
Desktop Support,Napoleon,1,41.39227,-84.12522
Desktop Support,The Dalles,1,45.599476,-121.175316
Desktop Support,Snohomish,1,47.912018,-122.090805
Desktop Support,Antigo,1,45.13896,-89.15286
Desktop Support,Englewood,1,39.64777,-104.98776
Desktop Support,Keene,1,42.93369,-72.27814
Desktop Support,Tucson,1,32.22174,-110.92648
Desktop Support,Herndon,1,38.96955,-77.3861
Desktop Support,Cranbury,1,40.32895,-74.50346
Desktop Support,Morrisville,1,35.82348,-78.82556
Desktop Support,Indianapolis,1,39.76188,-86.16218
Desktop Support,Morristown,1,36.21398,-83.29489
Desktop Support,Somerville,1,42.39309,-71.105
Desktop Support,Lewes,1,38.77456,-75.13935
Desktop Support,Houghton,1,47.122,-88.57031
Desktop Support,San Jose,1,37.33939,-121.89496
Desktop Support,Wilmington,1,39.74595,-75.54659
Desktop Support,Santa Ana,1,33.74557,-117.86783
Desktop Support,Towson,1,39.40266,-76.60926
Desktop Support,Minneapolis,1,44.981274,-93.273254
Desktop Support,Orlando,1,28.63379,-81.40183
Desktop Support,Newark,1,37.52966,-122.04024
Desktop Support,Rome,1,43.220238,-75.42138
Desktop Support,Charlotte Hall,1,38.48096,-76.77802
Desktop Support,Caldwell,1,39.74785,-81.51651
Desktop Support,Upper Marlboro,1,38.89778,-76.84708
Desktop Support,Reston,1,38.96872,-77.3411
Desktop Support,Modesto,1,37.635952,-120.920235
Desktop Support,Mifflintown,1,40.560112,-77.39755
Desktop Support,Baton Rouge,1,30.446728,-91.13801
Desktop Support,Tacoma,1,47.25288,-122.44429
Desktop Support,Pewaukee,1,43.078938,-88.25637
Desktop Support,Schenectady,1,42.81424,-73.93957
Desktop Support,Frederick,1,39.41027,-77.41309
Desktop Support,Philadelphia,1,40.013412,-75.14402
Desktop Support,Knoxville,1,35.962215,-83.92298
Desktop Support,Fort Myers,1,26.599567,-81.850494
Desktop Support,Albuquerque,1,35.08449,-106.65114
Desktop Support,Hartford,1,41.7666,-72.69116
Desktop Support,Evansville,1,42.85997,-106.26836
Desktop Support,Monmouth,1,44.84858,-123.227875
Desktop Support,Mentor,1,41.72262,-81.35652
Desktop Support,Leesburg,1,39.108936,-77.54167
Desktop Support,Marlborough,1,42.34909,-71.54546
Desktop Support,Las Vegas,1,36.17497,-115.13722
Desktop Support,Overland Park,1,38.84042,-94.78191
Desktop Support,San Antonio,1,29.42412,-98.49363
Desktop Support,Irvine,1,33.655033,-117.734436
Desktop Support,Greer,1,34.856884,-82.232994
Desktop Support,Cary,1,35.79154,-78.78112
Desktop Support,Suitland,1,38.84872,-76.92386
Desktop Support,Mather,1,38.57175,-121.30336
Desktop Support,Madison,1,43.07305,-89.40123
Desktop Support,Albany,1,42.65258,-73.75623
Desktop Support,Asheville,1,35.60095,-82.55402
Desktop Support,Portland,1,45.52345,-122.67621
Desktop Support,New Ulm,1,44.31246,-94.46053
Desktop Support,Sunnyvale,1,37.40794,-121.993065
Desktop Support,Cleveland,1,41.4995,-81.69541
Desktop Support,Lewisville,1,33.07755,-97.04926
Desktop Support,Manasquan,1,40.122204,-74.06354
Desktop Support,Lansing,1,42.73254,-84.55553
Desktop Support,Austell,1,33.763096,-84.5896
Desktop Support,Columbus,1,40.094433,-82.99506
Desktop Support,Salt Lake City,1,40.6221,-111.82424
Desktop Support,Memphis,1,35.144127,-90.05086
Desktop Support,Ambler,1,40.15455,-75.22157
Desktop Support,Quantico,1,38.520588,-77.32101
Desktop Support,Lockbourne,1,39.80923,-82.9724
Desktop Support,Millersville,1,39.05955,-76.64802
Desktop Support,Redlands,1,34.05006,-117.16936
Desktop Support,Plano,1,33.01984,-96.69889
Desktop Support,West Covina,1,34.065224,-117.93828
Desktop Support,Seattle,1,47.653217,-122.32629
Desktop Support,Savannah,1,32.076317,-81.09089
Desktop Support,Andrews AFB,1,38.80531,-76.8746
Desktop Support,Clayton,1,39.294765,-75.63269
Desktop Support,Newtown Square,1,39.97817,-75.41638
Desktop Support,Kansas City,1,39.080753,-94.742065
Desktop Support,Cedar Park,1,30.5052,-97.82029
Desktop Support,Brighton,1,39.978195,-104.742165
Desktop Support,Ann Arbor,1,42.27756,-83.74088
Desktop Support,Vancouver,1,45.619995,-122.52496
Desktop Support,City of Lakeland,1,28.05678,-81.95242
Desktop Support,Brevard,1,35.235477,-82.73043
Desktop Support,Plymouth,1,45.01052,-93.45551
Desktop Support,Lincoln,1,40.787792,-96.65323
Desktop Support,Yorktown,1,37.166756,-76.46926
Desktop Support,Laguna Niguel,1,33.52253,-117.70755
Desktop Support,San Luis Obispo,1,35.28275,-120.65962
Desktop Support,Springfield,1,42.101852,-72.58952
Safety Coordinator,Houston,9,29.885536,-95.52005
Safety Coordinator,Midland,4,31.99735,-102.07791
Safety Coordinator,Indianapolis,3,39.76188,-86.16218
Safety Coordinator,Baton Rouge,3,30.45075,-91.15455
Safety Coordinator,Chino,2,33.99228,-117.69395
Safety Coordinator,New York,2,40.71427,-74.00597
Safety Coordinator,Cottage Grove,2,43.07611,-89.19956
Safety Coordinator,Fort Wayne,2,41.1306,-85.12886
Safety Coordinator,Spring,2,30.07994,-95.41716
Safety Coordinator,Milpitas,2,37.42827,-121.90662
Safety Coordinator,Aurora,2,41.721516,-88.27591
Safety Coordinator,Jackson,2,35.668385,-88.82453
Safety Coordinator,Tucson,2,32.241787,-110.94684
Safety Coordinator,Seattle,2,47.60621,-122.33207
Safety Coordinator,Baytown,2,29.7355,-94.97743
Safety Coordinator,Orlando,2,28.63379,-81.40183
Safety Coordinator,Orrville,1,40.833107,-81.768456
Safety Coordinator,San Antonio,1,29.42412,-98.49363
Safety Coordinator,Malin,1,42.01266,-121.4086
Safety Coordinator,Pittsford,1,43.71525,-73.01732
Safety Coordinator,Elk Grove Village,1,42.003563,-87.96526
Safety Coordinator,Vicksburg,1,32.35265,-90.87788
Safety Coordinator,Reno,1,39.52963,-119.8138
Safety Coordinator,Fort Lauderdale,1,26.12231,-80.14338
Safety Coordinator,Sterling,1,39.00622,-77.4286
Safety Coordinator,Crete,1,40.622673,-96.95963
Safety Coordinator,Miami,1,25.799007,-80.30069
Safety Coordinator,San Diego,1,32.71533,-117.15726
Safety Coordinator,Ballston Spa,1,43.00091,-73.84901
Safety Coordinator,Piscataway,1,40.551823,-74.432686
Safety Coordinator,Longview,1,32.5007,-94.74049
Safety Coordinator,Memphis,1,35.14953,-90.04898
Safety Coordinator,Columbia,1,39.176308,-76.79979
Safety Coordinator,Westbury,1,40.75566,-73.58763
Safety Coordinator,San Marcos,1,29.882645,-97.94509
Safety Coordinator,Manitowoc,1,44.08861,-87.65758
Safety Coordinator,Baltimore,1,39.29038,-76.61219
Safety Coordinator,Louisville,1,38.225437,-85.571625
Safety Coordinator,Saint Clairsville,1,40.08063,-80.90009
Safety Coordinator,Atlanta,1,33.749,-84.38798
Safety Coordinator,Altoona,1,40.51868,-78.39474
Safety Coordinator,Melrose Park,1,41.90059,-87.85673
Safety Coordinator,Grand Forks,1,47.9028,-97.09113
Safety Coordinator,Boston,1,42.352905,-71.06408
Safety Coordinator,Blair,1,44.2944,-91.23516
Safety Coordinator,Walpole,1,43.026455,-72.43939
Safety Coordinator,Davenport,1,41.52364,-90.57764
Safety Coordinator,Coyanosa,1,31.24292,-103.06461
Safety Coordinator,Cambridge,1,42.39235,-71.131256
Safety Coordinator,Petaluma,1,38.244915,-122.65999
Safety Coordinator,Lumber Bridge,1,34.8885,-79.07225
Safety Coordinator,Wilmington,1,42.53067,-71.15289
Safety Coordinator,Chicago,1,41.879623,-87.62848
Safety Coordinator,Pocola,1,35.208,-94.4919
Safety Coordinator,Elyria,1,41.367756,-82.09851
Safety Coordinator,Oswego,1,43.4871,-76.4487
Safety Coordinator,Industry,1,34.04574,-117.991585
Safety Coordinator,Muskegon,1,43.2022,-86.24087
Safety Coordinator,Lubbock,1,33.57786,-101.85517
Safety Coordinator,Wilcox,1,41.57562,-78.68836
Safety Coordinator,Gordon,1,32.88209,-83.33238
Safety Coordinator,Chandler,1,33.321323,-111.87793
Safety Coordinator,Apple Valley,1,34.50083,-117.18588
Safety Coordinator,Concord,1,37.97798,-122.03107
Safety Coordinator,Arlington,1,38.88101,-77.10428
Safety Coordinator,Santa Ana,1,33.75399,-117.791855
Safety Coordinator,Kingsport,1,36.54843,-82.56182
Safety Coordinator,Clarksville,1,38.27625,-85.756424
Safety Coordinator,Hillsborough,1,40.483852,-74.64876
Safety Coordinator,Chester,1,41.36259,-74.27126
Safety Coordinator,Arecibo,1,18.47244,-66.71573
Safety Coordinator,Carroll,1,44.2984,-71.54064
Safety Coordinator,Lincolnville,1,33.00684,-80.15537
Safety Coordinator,Berryville,1,39.15177,-77.98222
Safety Coordinator,Los Alamos,1,35.88808,-106.30697
Safety Coordinator,Norfolk,1,36.84681,-76.28522
Safety Coordinator,Jerome,1,42.72407,-114.51865
Safety Coordinator,Harwinton,1,41.77951,-73.11428
Safety Coordinator,Galveston,1,29.2997,-94.8211
Safety Coordinator,Greenville,1,35.61266,-77.36635
Safety Coordinator,Carbondale,1,41.57369,-75.50185
Safety Coordinator,Caguas,1,18.23412,-66.0485
Safety Coordinator,Marine,1,38.78644,-89.77759
Safety Coordinator,El Segundo,1,33.9038,-118.3959
Safety Coordinator,Pico Rivera,1,34.004196,-118.09593
Safety Coordinator,Rapid City,1,44.082573,-103.22712
Safety Coordinator,Buda,1,30.082691,-97.84393
Safety Coordinator,Westbrook,1,43.684845,-70.35712
Safety Coordinator,Carlstadt,1,40.84038,-74.0907
Safety Coordinator,San Jose,1,37.33939,-121.89496
Safety Coordinator,Albuquerque,1,35.052086,-106.54505
Safety Coordinator,Social Circle,1,33.65623,-83.71823
Safety Coordinator,Knoxville,1,35.97855,-83.91096
Safety Coordinator,Cincinnati,1,39.162,-84.45689
Safety Coordinator,Dallas,1,32.78206,-96.798164
Safety Coordinator,Manhattan,1,40.755283,-73.992004
Safety Coordinator,Lansing,1,42.73254,-84.55553
Safety Coordinator,Waltham,1,42.37649,-71.23561
Safety Coordinator,Vista,1,33.20004,-117.24254
Safety Coordinator,Rancho Cucamonga,1,34.1064,-117.59311
Safety Coordinator,Tampa,1,27.989494,-82.483894
Safety Coordinator,Tacoma,1,47.25288,-122.44429
Safety Coordinator,Kenosha,1,42.58474,-87.82119
Safety Coordinator,Cumberland,1,41.96677,-71.43284
Safety Coordinator,Largo,1,27.884268,-82.7407
Safety Coordinator,Carson City,1,39.1638,-119.7674
Safety Coordinator,Asheboro,1,35.75705,-79.80733
Safety Coordinator,Avenel,1,40.58038,-74.28515
Safety Coordinator,Centennial,1,39.57916,-104.87692
Safety Coordinator,Lemont Furnace,1,39.91424,-79.66976
Safety Coordinator,Thomasville,1,35.88264,-80.08199
Safety Coordinator,South Chicago Heights,1,41.48087,-87.63782
Safety Coordinator,Worcester,1,42.26259,-71.80229
Safety Coordinator,La Porte,1,41.6111,-86.7286
Safety Coordinator,Albany,1,42.65258,-73.75623
Safety Coordinator,Rockford,1,42.253136,-89.13148
Safety Coordinator,Salt Lake City,1,40.69656,-112.01748
Safety Coordinator,Goose Creek,1,33.02808,-80.04732
Safety Coordinator,Buellton,1,34.6226,-120.2018
Safety Coordinator,Irvine,1,33.655033,-117.734436
Safety Coordinator,Scottsdale,1,33.602074,-111.84322
Safety Coordinator,Marlborough,1,42.349705,-71.54694
Safety Coordinator,Goshen,1,41.568386,-85.79339
Safety Coordinator,Springville,1,40.16523,-111.61075
Safety Coordinator,Kilgore,1,32.405064,-94.89989
Safety Coordinator,Omaha,1,41.197678,-96.094315
Safety Coordinator,Queen City,1,33.14874,-94.15019
Safety Coordinator,Export,1,40.41812,-79.6256
Safety Coordinator,New Britain,1,41.66688,-72.77131
Safety Coordinator,Jacksonville,1,30.33218,-81.65565
Safety Coordinator,Dallas-Fort Worth,1,32.754234,-97.06376
Safety Coordinator,Pelham,1,40.90982,-73.80791
Safety Coordinator,Ravenna,1,41.177048,-81.22662
Safety Coordinator,Roswell,1,34.030956,-84.341354
Safety Coordinator,Addyston,1,39.136612,-84.71634
Safety Coordinator,Austin,1,30.26715,-97.74306
Safety Coordinator,Appleton,1,44.26193,-88.41538
Safety Coordinator,Anderson,1,34.50344,-82.65013
Safety Coordinator,Escondido,1,33.123672,-117.08239
Safety Coordinator,Madison,1,43.13467,-89.291084
Safety Coordinator,Spokane,1,47.65878,-117.42605
Safety Coordinator,Victoria,1,28.80527,-97.0036
Safety Coordinator,Woodcliff Lake,1,41.02343,-74.06653
Safety Coordinator,Highland,1,38.755608,-89.682434
Safety Coordinator,Westhampton Beach,1,40.80316,-72.61454
Safety Coordinator,Cedar Rapids,1,42.00833,-91.64407
Safety Coordinator,Alsip,1,41.66721,-87.74013
Safety Coordinator,Garland,1,32.91473,-96.622475
Safety Coordinator,Bronx,1,40.80835,-73.87402
Safety Coordinator,Toledo,1,41.66394,-83.55521
Safety Coordinator,Odessa,1,31.84568,-102.36764
Safety Coordinator,Eastland,1,32.40152,-98.81756
Safety Coordinator,Fayetteville,1,35.05266,-78.87836
Safety Coordinator,Battle Ground,1,45.780777,-122.53277
Safety Coordinator,LaGrange,1,33.030884,-85.03697
Safety Coordinator,Houma,1,29.548275,-90.69315
Safety Coordinator,Brockton,1,42.089874,-70.99147
Safety Coordinator,Phoenix,1,33.44838,-112.07404
Safety Coordinator,Fife,1,47.23927,-122.35707
Safety Coordinator,Lowell,1,43.950684,-122.80907
Safety Coordinator,Warfordsburg,1,39.75176,-78.18751
Safety Coordinator,Groton,1,41.3501,-72.07841
Safety Coordinator,Bethel Park,1,40.343178,-80.04824
Safety Coordinator,Fort Myers,1,26.615885,-81.84709
Safety Coordinator,Dripping Springs,1,30.19021,-98.08668
Safety Coordinator,Kansas City,1,39.09973,-94.57857
Safety Coordinator,Springfield,1,38.77358,-77.18702
Security Manager,San Francisco,6,37.77493,-122.41942
Security Manager,New York,6,40.71427,-74.00597
Security Manager,Houston,5,29.885536,-95.52005
Security Manager,Charlotte,5,35.206512,-80.857864
Security Manager,Washington,5,38.90523,-76.992744
Security Manager,San Jose,5,37.33939,-121.89496
Security Manager,Atlanta,4,33.749,-84.38798
Security Manager,Herndon,4,38.96955,-77.3861
Security Manager,Denver,4,39.73915,-104.9847
Security Manager,Arlington,3,38.881676,-77.11142
Security Manager,Detroit,3,42.391754,-83.03717
Security Manager,Austin,3,30.26715,-97.74306
Security Manager,Los Angeles,2,34.05223,-118.24368
Security Manager,San Antonio,2,29.527817,-98.561226
Security Manager,Norfolk,2,36.86697,-76.22986
Security Manager,Hartford,2,41.76371,-72.68509
Security Manager,Corpus Christi,2,27.690546,-97.26671
Security Manager,Hill AFB,2,41.12532,-111.98334
Security Manager,Jacksonville,2,30.410492,-81.807976
Security Manager,Plano,2,33.01984,-96.69889
Security Manager,San Diego,2,32.72263,-117.16533
Security Manager,Orlando,2,28.522352,-81.22729
Security Manager,Colorado Springs,2,39.04641,-104.66991
Security Manager,Robins AFB,2,32.60911,-83.58444
Security Manager,Fort Worth,2,32.797874,-97.22587
Security Manager,Chicago,2,41.85003,-87.65005
Security Manager,Boston,2,42.35843,-71.05977
Security Manager,Portsmouth,2,43.070477,-70.80009
Security Manager,Redmond,2,47.67399,-122.12151
Security Manager,Las Vegas,2,36.17496,-115.12339
Security Manager,Reston,2,38.95677,-77.361435
Security Manager,Albuquerque,2,35.10365,-106.574265
Security Manager,Minden,1,32.5714,-93.418
Security Manager,Palo Alto,1,37.451653,-122.112625
Security Manager,Santa Ana,1,33.74557,-117.86783
Security Manager,Dover,1,43.213047,-70.87428
Security Manager,Oran,1,37.08505,-89.65536
Security Manager,Morris Plains,1,40.836197,-74.47649
Security Manager,Saint Paul,1,44.94441,-93.09327
Security Manager,McAllen,1,26.20341,-98.23001
Security Manager,Westtown,1,39.93094,-75.55187
Security Manager,Sugar Land,1,29.576265,-95.62929
Security Manager,Dublin,1,40.09923,-83.11408
Security Manager,Dundee,1,41.95727,-83.65966
Security Manager,Bethlehem,1,40.62593,-75.37046
Security Manager,Warner Robins,1,32.62098,-83.5999
