Skill,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019
restful architecture,0,0,0,0,0,0.1930501931,0
circleci,0,0,0,0.5747126437,1.015228426,0,0
jwt,0,0,0,0,0.5076142132,0.1930501931,0
responsive websites,0,0,0,0,0.5076142132,0.1930501931,0
kali linux,1.5625,0,0,0,0,0,0
citrix,0,0,0.9174311927,0,0,0,0
rendering,0,1.470588235,0.9174311927,1.149425287,0,0.9652509653,0
remote teams,3.125,1.470588235,1.834862385,0.5747126437,2.538071066,0,0
clean architecture,0,0,0,0,0,0.3861003861,0
relays,0,0,0,0.5747126437,0,0.5791505792,0
clearcase,0,0,0,0.5747126437,0,0.1930501931,0
client invoicing,0,0,0,0,0,0,0
keras,0,1.470588235,0,0,0.5076142132,0.3861003861,0
root cause analysis,0,1.470588235,0,0,0.5076142132,0.3861003861,0
ror,0,0,0,0,0,0.3861003861,0
julia,0,0,0,0,0,0.1930501931,0
sap erp,0,0,0,0,0,0.3861003861,0
scikit,0,1.470588235,0,0,0,0,0
business growth,0,0,0.9174311927,0,0,0.3861003861,0
business management,0,0,0,0.5747126437,0,0.7722007722,0
scalable systems,3.125,0,0,0,0,0.5791505792,0
microsoft powershell,0,0,0,0,0,0.1930501931,0
c++11,0,0,0,0,0,0,0
scada,0,0,0.9174311927,0,0,0,0
call center,0,0,0,0,0,0.7722007722,0
sas,0,0,0.9174311927,0,0.5076142132,0,0
sap basis,0,0,0,0,0,0.1930501931,0
elixir,0,0,0.9174311927,0,0,0,0
sap,0,0,1.834862385,0,2.538071066,2.895752896,0
jquery ui,0,0,0,0,0.5076142132,0,0
salt stack,1.5625,0,0,0,0,0,0
salt,1.5625,1.470588235,0,0,0,0.1930501931,0
salesforce,0,0,1.834862385,1.724137931,1.015228426,0.1930501931,0
cassandra,1.5625,0,0.9174311927,0.5747126437,1.015228426,0,0
elk,0,1.470588235,0,1.724137931,0,0.1930501931,0
jscript,0,0,0,0,0.5076142132,0,0
celery,0,0,0,0,0,0.1930501931,0
keywords,1.5625,1.470588235,0,2.873563218,1.52284264,0.1930501931,0
kpi,0,1.470588235,0,0,0,0.9652509653,0
refining,0,2.941176471,0,1.149425287,6.598984772,2.123552124,0
containerisation,0,0,0,0,0.5076142132,0.3861003861,0
computer vision,0,0,0,0,0,0,0
pytorch,0,1.470588235,0,0,0,0.1930501931,0
landing pages,0,0,0,1.149425287,0,0,0
pyspark,0,1.470588235,0,0,0,0,0
pyramid,0,0,0,0,0,0.3861003861,0
elastic search,0,0,0,0,1.015228426,0,0
public relations,0,0,0,0,1.015228426,0.3861003861,0
public health,0,1.470588235,0,0,0,0,0
eclipse ide,0,0,0,0,0,0,0
protocol buffers,0,0,0,0,0.5076142132,0,0
lamp,4.6875,0,1.834862385,0,1.015228426,0,0
line production,0,0,0,0,0.5076142132,0.1930501931,0
promine,0,0,0,0,0,0.1930501931,0
drupal 8,1.5625,0,1.834862385,0,0,0.3861003861,0
continuous delivery,3.125,4.411764706,0,2.298850575,2.030456853,0,0
continuous deployment,1.5625,2.941176471,0.9174311927,0,1.52284264,0.5791505792,0
copywriting,0,0,0,1.149425287,0.5076142132,0.5791505792,0
product vision,1.5625,1.470588235,0,0.5747126437,0.5076142132,0,0
product support,0,0,0,0,0.5076142132,0.1930501931,0
product strategy,3.125,0,0,0,0.5076142132,0,0
qt,0,0,0,0,0,0,0
quality assurance engineer,0,1.470588235,0,0,0,0,0
cloud security,0,0,0.9174311927,0,1.015228426,0.3861003861,0
codeigniter,0,1.470588235,1.834862385,0.5747126437,1.52284264,0.7722007722,0
cloud services,1.5625,1.470588235,1.834862385,2.873563218,2.030456853,0.7722007722,0
red hat enterprise linux,0,0,0,0,0,0.5791505792,0
kyc,0,0,0,0,0,0.1930501931,0
cocoa,1.5625,0,0.9174311927,0,0,0.7722007722,0
cocoa touch,0,0,0,0,0,0.1930501931,0
cocoapods,0,0,0,0,0,0.3861003861,0
reactive programming,1.5625,1.470588235,0,0,0,0.1930501931,0
react redux,1.5625,0,0,0,1.52284264,0,0
codebase,0,1.470588235,0,2.873563218,0.5076142132,0.3861003861,0
commissioning,0,0,6.422018349,3.448275862,1.015228426,1.930501931,0
quality system,0,0,0.9174311927,0,0,0,0
rds,0,0,0.9174311927,0.5747126437,0,0,0
compiler,3.125,1.470588235,2.752293578,2.873563218,1.015228426,2.50965251,0
labview,0,0,0,0,0.5076142132,0,0
radar,0,0,0,0,0,0.1930501931,0
racket,0,0,0,0,0.5076142132,1.158301158,0
rabbitmq,0,2.941176471,0.9174311927,1.149425287,1.52284264,2.316602317,0
lambda,3.125,1.470588235,2.752293578,1.149425287,0,0.7722007722,0
querying,0,4.411764706,7.339449541,2.298850575,4.060913706,3.667953668,0
quantitative analysis,0,0,0,0,0,0,0
promises,1.5625,1.470588235,1.834862385,0,0,1.158301158,0
